# Oracle disagreements for Hindi (kaikki ∩ UniMorph).
#
# Every row here is one systematic UniMorph hin defect: for a subset
# of lemmas it forms the perfective participle and the vowel-initial
# subjunctive/imperative endings with an independent vowel spliced
# onto the consonant stem (बनऊं, बनया, बनइए) instead of the matra the
# grammar requires (बनूं, बना, बनिए). kaikki.org spells them
# correctly, so every disagreement is ruled o1 (first oracle = kaikki).
# The engine follows kaikki.
#
# lemma	features	resolution	o1(kaikki)	o2(unimorph)
अंगारे उगलना	V;2;PL;SBJV;FEM	o1	अंगारे उगलोगी	अंगारे उगलओगी
अंगारे उगलना	V;2;PL;SBJV;MASC	o1	अंगारे उगलोगे	अंगारे उगलओगे
अंगारे उगलना	V;2;SG;IMP;FORM	o1	अंगारे उगलो	अंगारे उगलओ
अंगारे उगलना	V;2;SG;PRF;LGSPEC3;FEM	o1	अंगारे उगली होगी	अंगारे उगलई होगी
अंगारे उगलना	V;2;SG;PRF;LGSPEC3;MASC	o1	अंगारे उगला होगा	अंगारे उगलया होगा
अंगारे उगलना	V;2;SG;PRF;LGSPEC4;FEM	o1	अंगारे उगली होती	अंगारे उगलई होती
अंगारे उगलना	V;2;SG;PRF;LGSPEC4;MASC	o1	अंगारे उगला होता	अंगारे उगलया होता
अंगारे उगलना	V;2;SG;PRF;PRS;FEM	o1	अंगारे उगली है	अंगारे उगलई है
अंगारे उगलना	V;2;SG;PRF;PRS;MASC	o1	अंगारे उगला है	अंगारे उगलया है
अंगारे उगलना	V;2;SG;PRF;PST;FEM	o1	अंगारे उगली थी	अंगारे उगलई थी
अंगारे उगलना	V;2;SG;PRF;PST;MASC	o1	अंगारे उगला था	अंगारे उगलया था
अंगारे उगलना	V;2;SG;PRF;SBJV;FEM	o1	अंगारे उगली हो	अंगारे उगलई हो
अंगारे उगलना	V;2;SG;PRF;SBJV;MASC	o1	अंगारे उगला हो	अंगारे उगलया हो
अंगारे उगलना	V;2;SG;SBJV	o1	अंगारे उगले	अंगारे उगलए
अंगारे उगलना	V;2;SG;SBJV;FEM	o1	अंगारे उगलेगी	अंगारे उगलएगी
अंगारे उगलना	V;2;SG;SBJV;MASC	o1	अंगारे उगलेगा	अंगारे उगलएगा
अंगारे उगलना	V;3;PL;PRF;LGSPEC3;FEM	o1	अंगारे उगली होंगी	अंगारे उगलई होंगी
अंगारे उगलना	V;3;PL;PRF;LGSPEC3;MASC	o1	अंगारे उगले होंगे	अंगारे उगलए होंगे
अंगारे उगलना	V;3;PL;PRF;LGSPEC4;FEM	o1	अंगारे उगली होती	अंगारे उगलई होती
अंगारे उगलना	V;3;PL;PRF;LGSPEC4;MASC	o1	अंगारे उगले होते	अंगारे उगलए होते
अंगारे उगलना	V;3;PL;PRF;PRS;FEM	o1	अंगारे उगली हैं	अंगारे उगलई हैं
अंगारे उगलना	V;3;PL;PRF;PRS;MASC	o1	अंगारे उगले हैं	अंगारे उगलए हैं
अंगारे उगलना	V;3;PL;PRF;PST;FEM	o1	अंगारे उगली थी	अंगारे उगलई थी
अंगारे उगलना	V;3;PL;PRF;PST;MASC	o1	अंगारे उगले थे	अंगारे उगलए थे
अंगारे उगलना	V;3;PL;PRF;SBJV;FEM	o1	अंगारे उगली हों	अंगारे उगलई हों
अंगारे उगलना	V;3;PL;PRF;SBJV;MASC	o1	अंगारे उगले हों	अंगारे उगलए हों
अंगारे उगलना	V;3;PL;SBJV	o1	अंगारे उगलें	अंगारे उगलएं
अंगारे उगलना	V;3;PL;SBJV;FEM	o1	अंगारे उगलेंगी	अंगारे उगलएंगी
अंगारे उगलना	V;3;PL;SBJV;MASC	o1	अंगारे उगलेंगे	अंगारे उगलएंगे
अंगारे उगलना	V;3;SG;PRF;LGSPEC3;FEM	o1	अंगारे उगली होगी	अंगारे उगलई होगी
अंगारे उगलना	V;3;SG;PRF;LGSPEC3;MASC	o1	अंगारे उगला होगा	अंगारे उगलया होगा
अंगारे उगलना	V;3;SG;PRF;LGSPEC4;FEM	o1	अंगारे उगली होती	अंगारे उगलई होती
अंगारे उगलना	V;3;SG;PRF;LGSPEC4;MASC	o1	अंगारे उगला होता	अंगारे उगलया होता
अंगारे उगलना	V;3;SG;PRF;PRS;FEM	o1	अंगारे उगली है	अंगारे उगलई है
अंगारे उगलना	V;3;SG;PRF;PRS;MASC	o1	अंगारे उगला है	अंगारे उगलया है
अंगारे उगलना	V;3;SG;PRF;PST;FEM	o1	अंगारे उगली थी	अंगारे उगलई थी
अंगारे उगलना	V;3;SG;PRF;PST;MASC	o1	अंगारे उगला था	अंगारे उगलया था
अंगारे उगलना	V;3;SG;PRF;SBJV;FEM	o1	अंगारे उगली हो	अंगारे उगलई हो
अंगारे उगलना	V;3;SG;PRF;SBJV;MASC	o1	अंगारे उगला हो	अंगारे उगलया हो
अंगारे उगलना	V;3;SG;SBJV	o1	अंगारे उगले	अंगारे उगलए
अंगारे उगलना	V;3;SG;SBJV;FEM	o1	अंगारे उगलेगी	अंगारे उगलएगी
अंगारे उगलना	V;3;SG;SBJV;MASC	o1	अंगारे उगलेगा	अंगारे उगलएगा
अंगारे उगलना	V;V.PTCP;FEM;PL;PFV	o1	अंगारे उगली	अंगारे उगलयी
अंगारे उगलना	V;V.PTCP;FEM;SG;PFV	o1	अंगारे उगली	अंगारे उगलयी
अंगारे उगलना	V;V.PTCP;MASC;PL;PFV	o1	अंगारे उगले	अंगारे उगलए
अंगारे उगलना	V;V.PTCP;MASC;SG;PFV	o1	अंगारे उगला	अंगारे उगलया
अंगारे बरसना	V;1;PL;PRF;LGSPEC3;FEM	o1	अंगारे बरसी होंगी	अंगारे बरसई होंगी
अंगारे बरसना	V;1;PL;PRF;LGSPEC3;MASC	o1	अंगारे बरसे होंगे	अंगारे बरसए होंगे
अंगारे बरसना	V;1;PL;PRF;LGSPEC4;FEM	o1	अंगारे बरसी होती	अंगारे बरसई होती
अंगारे बरसना	V;1;PL;PRF;LGSPEC4;MASC	o1	अंगारे बरसे होते	अंगारे बरसए होते
अंगारे बरसना	V;1;PL;PRF;PRS;FEM	o1	अंगारे बरसी हैं	अंगारे बरसई हैं
अंगारे बरसना	V;1;PL;PRF;PRS;MASC	o1	अंगारे बरसे हैं	अंगारे बरसए हैं
अंगारे बरसना	V;1;PL;PRF;PST;FEM	o1	अंगारे बरसी थी	अंगारे बरसई थी
अंगारे बरसना	V;1;PL;PRF;PST;MASC	o1	अंगारे बरसे थे	अंगारे बरसए थे
अंगारे बरसना	V;1;PL;PRF;SBJV;FEM	o1	अंगारे बरसी हों	अंगारे बरसई हों
अंगारे बरसना	V;1;PL;PRF;SBJV;MASC	o1	अंगारे बरसे हों	अंगारे बरसए हों
अंगारे बरसना	V;1;PL;SBJV	o1	अंगारे बरसें	अंगारे बरसएं
अंगारे बरसना	V;1;PL;SBJV;FEM	o1	अंगारे बरसेंगी	अंगारे बरसएंगी
अंगारे बरसना	V;1;PL;SBJV;MASC	o1	अंगारे बरसेंगे	अंगारे बरसएंगे
अंगारे बरसना	V;1;SG;PRF;LGSPEC3;FEM	o1	अंगारे बरसी हूंगी	अंगारे बरसई हूंगी
अंगारे बरसना	V;1;SG;PRF;LGSPEC3;MASC	o1	अंगारे बरसा हूंगा	अंगारे बरसया हूंगा
अंगारे बरसना	V;1;SG;PRF;LGSPEC4;FEM	o1	अंगारे बरसी होती	अंगारे बरसई होती
अंगारे बरसना	V;1;SG;PRF;LGSPEC4;MASC	o1	अंगारे बरसा होता	अंगारे बरसया होता
अंगारे बरसना	V;1;SG;PRF;PRS;FEM	o1	अंगारे बरसी हूं	अंगारे बरसई हूं
अंगारे बरसना	V;1;SG;PRF;PRS;MASC	o1	अंगारे बरसा हूं	अंगारे बरसया हूं
अंगारे बरसना	V;1;SG;PRF;PST;FEM	o1	अंगारे बरसी थी	अंगारे बरसई थी
अंगारे बरसना	V;1;SG;PRF;PST;MASC	o1	अंगारे बरसा था	अंगारे बरसया था
अंगारे बरसना	V;1;SG;PRF;SBJV;FEM	o1	अंगारे बरसी हूं	अंगारे बरसई हूं
अंगारे बरसना	V;1;SG;PRF;SBJV;MASC	o1	अंगारे बरसा हूं	अंगारे बरसया हूं
अंगारे बरसना	V;1;SG;SBJV	o1	अंगारे बरसूं	अंगारे बरसऊं
अंगारे बरसना	V;1;SG;SBJV;FEM	o1	अंगारे बरसूंगी	अंगारे बरसऊंगी
अंगारे बरसना	V;1;SG;SBJV;MASC	o1	अंगारे बरसूंगा	अंगारे बरसऊंगा
अंगारे बरसना	V;2;PL;IMP;FORM	o1	अंगारे बरसिए	अंगारे बरसइए
अंगारे बरसना	V;2;PL;PRF;LGSPEC3;FEM	o1	अंगारे बरसी होगी	अंगारे बरसई होगी
अंगारे बरसना	V;2;PL;PRF;LGSPEC3;MASC	o1	अंगारे बरसे होगे	अंगारे बरसए होगे
अंगारे बरसना	V;2;PL;PRF;LGSPEC4;MASC	o1	अंगारे बरसे होते	अंगारे बरसए होते
अंगारे बरसना	V;2;PL;PRF;PRS;FEM	o1	अंगारे बरसी हो	अंगारे बरसई हो
अंगारे बरसना	V;2;PL;PRF;PRS;MASC	o1	अंगारे बरसे हो	अंगारे बरसए हो
